ID_Statie,Lat,Lon,Data,Inundatie_Target,elevation,mean_precipitation_mm,soil_moisture
FLD_0045,-3.42,-65.86,2023-06-01,1,81.1880111694336,0.4738878320764612,98.19393920898438
FLD_0046,39.9,116.41,2023-07-29,1,55.28902053833008,1.562198003133138,96.7887954711914
FLD_0047,22.33,114.18,2023-09-07,1,25.972795486450195,1.2185374895731609,87.66320037841797
FLD_0048,31.1,77.17,2023-07-08,1,1960.11376953125,1.9861062367757163,75.01457977294922
FLD_0049,30.38,69.35,2023-08-25,1,1405.2174072265625,0.0015320601286711,80.32942199707031
FLD_0050,18.36,121.77,2023-05-28,1,0.0,0.9078052308824328,7.25299072265625
FLD_0051,28.37,68.36,2022-06-14,1,56.91429901123047,0.0,77.04499053955078
FLD_0052,8.89,5.9,2022-09-01,1,67.05879974365234,0.2530835292957447,88.18038177490234
FLD_0053,-27.47,153.03,2022-02-26,1,9.73111629486084,5.462613370683457,92.62825012207033
FLD_0054,-29.86,30.98,2022-04-11,1,114.92774963378906,7.354742950863308,87.91242218017578
FLD_0055,26.14,91.74,2022-06-15,1,51.15299224853516,2.4167718710722745,91.29768371582033
FLD_0056,24.89,91.87,2022-06-17,1,18.07126808166504,4.536586779135245,85.54021453857422
FLD_0057,8.15,125.12,2022-01-16,1,620.7514038085938,0.6385511822170682,90.62390899658205
FLD_0058,15.88,108.34,2022-10-28,1,5.471822738647461,0.2122366869891131,70.79319763183594
FLD_0059,3.86,-76.53,2022-11-01,1,1638.9805908203125,0.430674464614303,80.02239227294922
FLD_0060,26.1,85.31,2022-07-15,1,52.66978454589844,0.038815869225396,83.25914764404297
FLD_0061,29.65,105.07,2022-08-20,1,392.0856323242188,0.0015276449697989,86.53746795654297
FLD_0062,37.57,127.0,2022-08-08,1,31.160005569458008,2.861844168768989,91.8637466430664
FLD_0063,37.38,-83.5,2022-07-26,1,318.7547607421875,1.375823109238236,86.41754913330078
FLD_0064,15.5,32.56,2022-07-20,1,384.7683410644531,0.0081040241100169,
FLD_0065,14.03,38.31,2022-07-01,1,1886.095703125,0.5253707921063459,86.90840148925781
FLD_0066,18.09,-93.23,2022-10-25,1,8.88379955291748,0.001777101446081,94.29082489013672
FLD_0067,-21.45,47.09,2022-02-05,1,1105.2275390625,7.046646542019314,84.79593658447266
FLD_0068,-23.35,47.57,2022-02-22,1,32.5953483581543,5.0125342828256105,87.40790557861328
FLD_0069,-13.52,-71.97,2022-02-20,1,3379.149169921875,0.3076394399007161,77.82266235351562
FLD_0070,35.8,74.46,2022-06-01,1,3187.616455078125,0.6874424439889414,63.57066345214844
FLD_0071,50.73,6.07,2021-07-12,1,329.9241638183594,0.1288365434717249,86.0937271118164
FLD_0072,34.75,113.63,2021-07-17,1,106.580810546875,0.0860249554669415,95.93799591064452
FLD_0073,-3.42,-65.86,2021-05-01,1,81.1880111694336,0.5213044307850025,98.08039093017578
FLD_0074,-2.21,115.28,2021-01-09,1,34.80704116821289,0.3826971407289858,97.91114044189452
FLD_0075,49.4,-120.5,2021-11-14,1,951.6102294921876,1.6226525659914368,64.45155334472656
FLD_0076,30.07,79.02,2021-02-07,1,2344.1298828125,0.0,74.1086196899414
FLD_0077,36.1,-87.7,2021-08-21,1,228.6756896972656,1.0350788081133808,93.91107177734376
FLD_0078,41.38,33.77,2021-08-11,1,808.2275390625,0.6792854379724573,87.79489135742188
FLD_0079,36.89,30.7,2021-08-14,1,55.35979843139648,0.0,78.29689025878906
FLD_0080,13.81,8.99,2021-06-15,1,454.609130859375,0.0001368699250397,49.073768615722656
FLD_0081,17.3,73.92,2021-07-22,1,673.3695068359375,1.1464114542360655,93.00794982910156
FLD_0082,1.08,34.18,2021-09-25,1,1119.3558349609375,1.0253080615290888,96.37198638916016
FLD_0083,-3.4,29.14,2021-11-12,1,794.5953369140625,0.010161488144486,51.037635803222656
FLD_0084,3.85,11.52,2021-10-15,1,726.179443359375,0.0704438598067672,95.73866271972656
FLD_0085,5.69,-76.66,2021-11-01,1,36.98540496826172,0.320558194760923,94.34722137451172
FLD_0086,6.05,80.22,2021-05-22,1,6.605250835418701,0.3084694897686993,72.37437438964844
FLD_0087,24.89,91.87,2021-06-10,1,18.07126808166504,0.9026924769083658,93.4216537475586
FLD_0088,37.87,112.55,2021-10-03,1,790.3060302734375,0.8222460746765137,94.200439453125
FLD_0089,35.1,139.07,2021-07-03,1,98.61144256591795,1.6950148123281974,61.89125061035156
FLD_0090,29.95,-90.07,2021-08-29,1,16.609193801879883,3.118585657190393,88.22541046142578
FLD_0091,30.59,114.31,2020-06-10,1,15.0,0.0645606606094925,82.32243347167969
FLD_0092,32.79,130.74,2020-07-03,1,21.99531364440918,3.898192335058142,90.35997772216795
FLD_0093,15.5,32.56,2020-07-01,1,384.7683410644531,0.0,78.82905578613281
FLD_0094,25.01,89.84,2020-07-14,1,20.66038703918457,0.2660111144736961,71.16987609863281
FLD_0095,30.38,69.35,2020-07-01,1,1405.2174072265625,0.1410819866039135,83.54202270507812
FLD_0096,26.2,91.75,2020-05-27,1,44.5,1.4361010657416449,75.2641372680664
FLD_0097,27.7,85.32,2020-07-01,1,1286.678466796875,0.4967760156702112,95.73811340332033
FLD_0098,-14.85,-65.07,2020-01-15,1,151.864990234375,0.0656489972715024,84.78384399414062
FLD_0099,7.3,38.7,2020-08-01,1,2054.1005859375,0.0589556164211697,90.59357452392578
FLD_0100,2.05,45.34,2020-10-15,1,36.13125991821289,0.0162102557994701,75.31044006347656
FLD_0101,-6.21,106.85,2020-01-01,1,15.680815696716309,0.8941138232195819,98.33091735839844
FLD_0102,13.51,2.12,2020-07-01,1,212.221435546875,0.0234621542471426,76.64336395263672
FLD_0103,7.8,6.74,2020-09-15,1,66.62381744384766,0.2136826515197754,77.64452362060547
FLD_0104,7.37,13.58,2020-09-20,1,1114.7955322265625,1.7014410760667589,93.56476593017578
FLD_0105,17.47,106.62,2020-10-06,1,3.0,1.2076717835885509,61.00075149536133
FLD_0106,-14.85,-65.07,2020-02-01,1,151.864990234375,0.1405698281747323,86.82524108886719
FLD_0107,-15.12,39.28,2020-03-21,1,415.2734375,0.0245858121801305,91.00750732421876
FLD_0108,22.72,89.37,2020-05-20,1,0.8032066226005554,1.6016231642829046,65.7458724975586
FLD_0109,22.57,88.36,2020-05-20,1,11.392861366271973,3.5448096416614674,93.6461944580078
FLD_0110,32.48,48.36,2019-03-19,1,150.47671508789062,0.0,86.24751281738281
FLD_0111,-19.84,34.84,2019-03-14,1,5.689942836761475,5.658880428031639,87.69502258300781
FLD_0112,-18.97,32.67,2019-03-15,1,1110.7320556640625,4.479523058290835,84.30609893798828
FLD_0113,-16.0,34.97,2019-03-14,1,728.6538696289062,0.0014503796895345,89.25371551513672
FLD_0114,10.85,76.27,2019-08-07,1,52.28384017944336,1.9282809010258428,96.40753936767578
FLD_0115,19.74,96.07,2019-07-29,1,158.68777465820312,0.6021592352125379,90.70742797851562
FLD_0116,17.87,121.8,2019-11-12,1,126.06099700927734,0.0972571196379484,94.0174789428711
FLD_0117,24.7,89.96,2019-07-10,1,14.094554901123049,1.7153554492526586,87.594482421875
FLD_0118,41.26,-96.01,2019-03-13,1,369.3926086425781,1.2606360294200756,87.3538818359375
FLD_0119,20.46,85.88,2019-05-03,1,27.571029663085938,4.27477448074906,73.00041961669922
FLD_0120,42.81,124.35,2019-08-01,1,187.9999847412109,0.1267967400727448,88.42063903808594
FLD_0121,9.01,40.5,2019-08-01,1,1353.65673828125,0.0308222240871853,92.43620300292967
FLD_0122,15.5,36.4,2019-07-20,1,498.6559448242188,0.0049891295256438,54.19015884399414
FLD_0123,7.8,6.74,2019-09-01,1,66.62381744384766,0.567950584270336,76.36343383789062
FLD_0124,37.99,-0.68,2019-09-11,1,15.262335777282717,0.6273697923730921,41.541786193847656
FLD_0125,10.85,76.27,2018-08-08,1,52.28384017944336,1.041379239824083,96.8334732055664
FLD_0126,34.66,133.93,2018-06-28,1,9.920559883117676,0.0270273950364854,86.9716567993164
FLD_0127,14.81,107.0,2018-07-23,1,108.30509185791016,1.3261989310935691,92.63267517089844
FLD_0128,17.87,121.8,2018-09-14,1,126.06099700927734,7.232546806335449,90.81571197509766
FLD_0129,34.99,-77.99,2018-09-14,1,35.8828239440918,8.702368647963912,95.87093353271484
FLD_0130,-8.58,116.33,2018-08-05,1,369.3090515136719,0.0554323196411132,94.24571228027344
FLD_0131,11.98,104.86,2018-08-15,1,6.774228096008301,0.2315640449523925,25.280506134033203
FLD_0132,8.43,100.0,2018-01-01,1,1.6486762762069702,0.2018566484804506,90.60749816894533
FLD_0133,6.73,6.05,2018-09-15,1,230.50672912597656,0.3660056326124403,98.2662582397461
FLD_0134,35.5,68.0,2018-04-18,1,2722.071044921875,0.5531266883567527,66.7957534790039
FLD_0135,8.49,-13.23,2017-08-14,1,10.364803314208984,3.925820191701253,48.56980895996094
FLD_0136,24.89,91.4,2017-04-01,1,4.991994380950928,3.778342847470884,79.81354522705078
FLD_0137,19.08,72.88,2017-08-29,1,6.550097465515137,8.46173365910848,95.37507629394533
FLD_0138,-8.11,-79.03,2017-01-15,1,36.76734161376953,0.3869621841995804,75.00159454345703
FLD_0139,-5.9,22.42,2017-05-01,1,634.6661376953125,0.0010861290825737,96.47850036621094
FLD_0140,1.15,-76.65,2017-03-31,1,594.5588989257812,0.7866113274185745,89.98632049560547
FLD_0141,6.05,80.22,2017-05-26,1,6.605250835418701,0.6798329176726166,76.06877136230469
FLD_0142,29.76,-95.37,2017-08-25,1,15.467727661132812,0.8463285587452076,91.95145416259766
FLD_0143,24.89,91.4,2017-06-10,1,4.991994380950928,0.5363159709506564,27.03996467590332
FLD_0144,16.97,8.0,2017-07-15,1,508.2177429199219,0.001231829325358,58.76184844970703
FLD_0145,-0.9,-80.7,2016-04-16,1,0.0,0.0221199459499782,
FLD_0146,30.59,114.31,2016-06-18,1,15.0,0.4083779123094346,79.4091796875
FLD_0147,26.1,85.31,2016-08-01,1,52.66978454589844,0.2821617656283908,
FLD_0148,24.7,89.96,2016-08-15,1,14.094554901123049,0.3288432403847023,89.51500701904297
FLD_0149,30.45,-91.13,2016-08-12,1,15.646961212158203,4.280291221759937,88.18815612792969
FLD_0150,27.7,85.32,2016-08-10,1,1286.678466796875,0.5451639493306478,
FLD_0151,21.97,95.95,2016-07-28,1,88.01719665527344,0.4330674807230631,76.98692321777344
FLD_0152,18.18,121.73,2016-10-19,1,13.92420768737793,3.9705987329836248,91.78841400146484
FLD_0153,4.69,95.32,2016-11-05,1,0.0,0.7958677079942492,0.3442237973213196
FLD_0154,0.02,37.91,2016-04-20,1,856.6821899414062,0.0943938891092936,
FLD_0155,17.15,95.2,2015-07-28,1,7.502315521240234,1.091917355855306,84.75527954101562
FLD_0156,13.08,80.27,2015-11-09,1,0.5,2.413668014385082,77.2236557006836
FLD_0157,28.0,84.99,2015-04-25,1,1752.1766357421875,0.4854224346302174,77.91075134277344
FLD_0158,35.85,71.78,2015-07-01,1,1563.7601318359375,0.0443017041241681,
FLD_0159,-16.92,35.26,2015-01-13,1,53.71524429321289,1.6034002657289856,
FLD_0160,-17.26,36.89,2015-01-15,1,105.3616180419922,0.2194907930162218,
FLD_0161,36.75,69.17,2015-04-01,1,1128.686767578125,0.5086859067281088,76.75110626220703
FLD_0162,9.35,42.8,2015-04-20,1,1643.9898681640625,0.007278389400906,
FLD_0163,28.68,115.85,2015-06-01,1,25.42013168334961,0.3449210414180049,83.0689926147461
FLD_0164,29.76,-95.37,2015-05-25,1,15.467727661132812,0.0931973810549135,92.78436279296876
FLD_0165,33.73,76.54,2015-06-01,1,4765.27001953125,0.1224941677517361,
FLD_0166,24.89,91.4,2015-06-15,1,4.991994380950928,0.893623740584762,40.457130432128906
FLD_0167,18.54,-73.05,2015-10-02,1,0.0,0.3564997955604835,
FLD_0168,33.73,76.54,2014-09-01,1,4765.27001953125,0.0419175183331524,
FLD_0169,44.02,21.0,2014-05-14,1,349.6985778808594,1.8845884888260451,
FLD_0170,44.77,17.18,2014-05-14,1,182.34239196777344,1.1665467862729677,
FLD_0171,45.54,17.81,2014-05-14,1,259.6719970703125,0.4332705780311867,
FLD_0172,29.56,106.55,2014-07-01,1,242.1145477294922,0.4574921396043565,
FLD_0173,27.7,85.32,2014-07-01,1,1286.678466796875,1.1144081751505537,
FLD_0174,11.25,124.0,2014-12-06,1,11.204061508178713,4.230289547531693,48.18732070922852
FLD_0175,30.5,72.0,2014-09-01,1,136.96278381347656,0.1264766410545066,
FLD_0176,30.34,78.99,2014-09-01,1,1457.4510498046875,0.4356702168782552,
FLD_0177,-22.91,-43.17,2014-01-11,1,15.073137283325195,0.0104771720038519,
FLD_0178,5.56,-0.2,2014-07-05,1,34.17880630493164,0.7321989094769513,
FLD_0179,30.73,79.07,2013-06-14,1,3572.95556640625,0.5781694694801613,
FLD_0180,48.14,11.58,2013-05-28,1,529.4556884765625,0.0351667404174804,
FLD_0181,11.25,125.0,2013-11-08,1,0.0,2.847004819799353,
FLD_0182,29.15,64.0,2013-09-03,1,1188.566162109375,0.0,
FLD_0183,26.1,85.31,2013-08-01,1,52.66978454589844,0.2280804846021864,
FLD_0184,-13.52,-64.14,2013-02-01,1,141.5665283203125,0.4765788714090983,
FLD_0185,-33.87,151.21,2013-01-26,1,54.978782653808594,0.7408327526516385,
FLD_0186,-16.92,35.26,2013-01-10,1,53.71524429321289,1.0361538992987738,
FLD_0187,6.5,6.5,2012-08-20,1,90.8773956298828,0.1905229356553819,
FLD_0188,26.0,67.0,2012-08-01,1,279.3102722167969,0.0073689001577871,
FLD_0189,7.72,125.83,2012-12-04,1,204.82701110839844,2.786594408529776,
FLD_0190,40.71,-74.01,2012-10-28,1,53.76750183105469,0.0311114169933177,
FLD_0191,44.96,38.98,2012-07-06,1,17.77847671508789,0.3466694443314163,
FLD_0192,26.2,91.75,2012-06-01,1,44.5,0.2404826658743399,
FLD_0193,24.89,91.4,2012-04-15,1,4.991994380950928,0.2561940087212457,
FLD_0194,32.8,130.74,2012-07-11,1,22.433856964111328,2.8057826889885797,
FLD_0195,14.0,100.5,2011-07-25,1,2.6651525497436523,0.4977186520894369,
FLD_0196,26.5,68.0,2011-08-01,1,35.20466232299805,0.0024062615853768,
FLD_0197,11.98,104.86,2011-09-01,1,6.774228096008301,0.4442643236230921,
FLD_0198,-27.47,153.03,2011-01-01,1,9.73111629486084,0.3813372717963324,
FLD_0199,8.23,124.24,2011-12-16,1,7.780524253845215,2.8582016626993814,
FLD_0200,-22.4,-43.2,2011-01-11,1,1446.0115966796875,1.0207185038813835,
FLD_0201,8.5,80.5,2011-01-01,1,88.58055114746094,0.74792570537991,
FLD_0202,7.89,-75.01,2011-01-01,1,75.2500991821289,0.1263750924004448,
FLD_0203,13.69,-89.19,2011-10-10,1,650.557861328125,0.3820414896364565,
FLD_0204,29.58,111.84,2011-06-01,1,60.69832992553711,0.0006203298215512,
FLD_0205,28.37,68.36,2010-07-22,1,56.91429901123047,0.0978200523941605,
FLD_0206,33.78,104.37,2010-08-07,1,1377.677001953125,0.2954381483572501,
FLD_0207,34.15,77.58,2010-08-05,1,3406.9296875,0.1366403367784288,
FLD_0208,5.0,-77.0,2010-11-01,1,85.5863265991211,1.1595333064043964,
FLD_0209,18.09,-93.23,2010-09-25,1,8.88379955291748,0.509886829941361,
FLD_0210,10.49,-66.96,2010-11-15,1,1094.36181640625,0.4032761962325485,
FLD_0211,18.54,-73.05,2010-11-05,1,0.0,2.869670037870054,
FLD_0212,-25.0,152.5,2010-12-01,1,8.944344520568848,0.6306061038264522,
FLD_0213,16.77,95.17,2008-05-02,1,3.1609368324279785,5.795666465052852,
FLD_0214,26.5,87.0,2008-08-18,1,73.26094818115234,1.1364751391940648,
FLD_0215,31.0,103.4,2008-05-12,1,2032.4251708984373,0.6727333422060366,
FLD_0216,22.7,90.37,2007-11-15,1,6.619626045227051,3.5577217737833657,
FLD_0217,53.8,-1.55,2007-06-25,1,42.34560775756836,1.343758017928512,
FLD_0218,3.6,98.67,2009-10-02,1,26.43931579589844,0.7392432954576281,
FLD_0219,-9.66,-35.74,2010-06-17,1,14.416671752929688,0.7523585248876501,
FLD_0220,-19.11,34.77,2008-01-15,1,128.0779571533203,0.1992561199046947,
FLD_0221,-14.85,-65.07,2008-01-10,1,151.864990234375,0.7124123749909577,
FLD_0222,9.59,41.87,2006-08-05,1,1222.608642578125,0.4247294531928168,
